Title,Title_URL,Image,product_promos_specialcamp,Content,Description,Price,Price1,Price2,Location,Location3,bluproduct_ratingwrapper,bluproduct_sold,Image4
" 
      Giordano Men's Small Lion Long Sleeve Polo - Signature Navy [0101170106] 
    ",https://www.blibli.com/p/giordano-men-s-small-lion-long-sleeve-polo-signature-navy-0101170106/ps--GII-70017-00121?ds=GII-70017-00121-00003&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1hKWmG1lUDd9LlGO1ocQIF5q2T8Bud9EPL5vs+3Zixn3V6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krDNQbMrsAMmfYB7gn+SuifzcNXsgpZXqur+lRlJgMyabEgXYSw6EIlTizZW56rpf2TeETumckatdkLB2bGJ7r&cnc=false&pickupPointCode=PP-3347994&pid1=GII-70017-00121,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png, Promo hingga ,4 Feb 2024,"• - Polo shirt bernuansa monokrom untuk casual classic look 
• - Warna Signature Navy 
• - Detail kerah 
• - Unlined 
• - Regular fit 
• - Kancing depan 
• - Material katun dan lycra tidak transparan, ringan, dan agak stretch","
          Rp219.000
        ","
            Rp529.000
          ","
            59%
          ", GIORDANO INDONESIA Official Store , Kota Tangerang & kota lainnya ,"4,9", Terjual 63 ,https://www.static-src.com/siva/asset/10_2023/fbb_new.png
" 
      Hush Puppies Barega Quick Dry Tee Pria 01 
    ",https://www.blibli.com/p/hush-puppies-barega-quick-dry-tee-pria-01/ps--HUP-60027-01946?ds=HUP-60027-01946-00001&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1hKWmG1lUDd9LlGO1ocQIF7nH+gysjRBI00aE2d1ILJ7V6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70PfM//eNdJUCw07oJWQqIFs/CwvdFssFoOKOSDSYO3t+ZeU17vCA5Htcepz5rtGXYONp6XO8WKdHoYeMogok9fdK9jh/3ybX9B3ksJFQCWGCCQ0ODsshdvvLcN374agqNArvl0KBXJKdKcWce8lHB5y&cnc=false&pickupPointCode=PP-3095796&pid1=HUP-60027-01946,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,,,,"
          Rp359.000
        ",,, Hush Puppies Men Official Store , Kota Bekasi ,"4,9", Terjual 63 ,
" 
      MPL Indonesia Official Merchandise Mobile Legend Anti Trol Trol Coach Jacket Black 
    ",https://www.blibli.com/p/mpl-indonesia-official-merchandise-mobile-legend-anti-trol-trol-coach-jacket-black/ps--MPI-70005-00053?ds=MPI-70005-00053-00001&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1hKWmG1lUDd9LlGO1ocQIF54ShBc3mKEiXgoOhKNecR8V6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70PfM//eNdJUCw07oJWQqIFs/CwvdFssFoOKOSDSYO3t+ZeU17vCA5Htcepz5rtGXYONp6XO8WKdHoYeMogok9fdiscwRNXmjA218mQnvhBC7+sEkvRtAjYgBi8p2/pW6isrvl0KBXJKdKcWce8lHB5y&cnc=false&pickupPointCode=PP-3386603&pid1=MPI-70005-00053,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,,,,"
          Rp170.000
        ","
            Rp259.000
          ","
            34%
          ", MPL Indonesia Men Official Store , Kota Tangerang ,"4,8", Terjual 63 ,https://www.static-src.com/siva/asset/10_2023/fbb_new.png
" 
      Salt n Pepper Men Shirt - Blue [SS SNP 019 2005] 
    ",https://www.blibli.com/p/salt-n-pepper-men-shirt-blue-ss-snp-019-2005/ps--SAN-23921-00909?ds=SAN-23921-00909-00004&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1rGw9wXj0rwCpyE+rn8pphlcrVQlR+cmryg/MFg+NJzLV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krDNQbMrsAMmfYB7gn+SuifzcNXsgpZXqur+lRlJgMydvMZt+8TJeujXuIinhR46j2TeETumckatdkLB2bGJ7r&cnc=false&pickupPointCode=PP-3000106&pid1=SAN-23921-00909,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png, Promo hingga ,4 Feb 2024,"• Short sleeve shirt 
• Material : Cotton 
• Didesain casual 
• Front button opening, pointed collar dan pocket pada bagian depan samping 
• Ideal digunakan untuk menunjang aktivitas Anda","
          Rp119.508
        ","
            Rp399.900
          ","
            70%
          ", Salt n Pepper Official Store , Kota Jakarta Timur & kota lainnya ,"4,9", Terjual 62 ,https://www.static-src.com/siva/asset/10_2023/fbb_new.png
" 
      Zalmore Basic Men Oneck T-Shirt Premium Cotton - Kaos Polos Pria 
    ",https://www.blibli.com/p/zalmore-basic-men-oneck-t-shirt-premium-cotton-kaos-polos-pria/ps--ZAE-60032-00121?ds=ZAE-60032-00121-00003&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1rGw9wXj0rwCpyE+rn8pphnAbKPnHkaTcJgU3oX/JtJR6Oqsz+aOWzolAPMge9OW4yIHjOgFuRMqSJXHFTqGvvgDGemfm5SNh5Jq9KPDEXJ5jzCxKTOmEWlperjuKJtK31FBTc87YP8sPvWm7FKE+ra/lyaCEV2cLuob29BhL/vaHavpJhnrFyjMUxAslPraGrx/PMH5FyCrFmNB8fA5lK3H6ljKFtKvT+aIOrsiWdbEMKZJk+FvnXhn1v+quPBrGEbFPx6RSV9Co10nVFAdsa4/RD55r8MN6K/oKaplDyYP&cnc=false&pickupPointCode=PP-3276103&pid1=ZAE-60032-00121,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png, Promo hingga ,4 Feb 2024,"• Garansi Tukar Size 3 Hari
• Self Manufactured
• 100% Cotton","
          Rp47.500
        ","
            Rp90.000
          ","
            47%
          ", Zalmore Official Store , Kab. Bandung ,"4,9", Terjual 62 ,
" 
      JAKET VARSITY PRIA JAKET COWOK BASEBALL JAKET FLEECE JAKET CASUAL PRIA VINTAGE JAKET DISTRO PREMIUM 
    ",https://www.blibli.com/p/jaket-varsity-pria-jaket-cowok-baseball-jaket-fleece-jaket-casual-pria-vintage-jaket-distro-premium/ps--EVO-70024-00076?ds=EVO-70024-00076-00001&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1rGw9wXj0rwCpyE+rn8pphlBvte8n/nEvOQsRgjp5cUcV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krDNQbMrsAMmfYB7gn+SuifzcNXsgpZXqur+lRlJgMyQWltX3jrQO+IWh36PeO/0z2TeETumckatdkLB2bGJ7r&cnc=false&pickupPointCode=PP-3357698&pid1=EVO-70024-00076,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png, Promo hingga ,4 Feb 2024,"• Cocok digunakan untuk acara Casual ataupun Berkendara 
• Terdapat 2 saku samping; kanan dan kiri full resleting 
• Jahitan : Standar Distro (Jahitan Rantai) 
• Aksesoris Lengkap : Hangtag, Label, Washing Label","
          Rp110.000
        ","
            Rp230.000
          ","
            52%
          ", Evernext Official Store , Kota Tangerang ,"4,6", Terjual 62 ,
" 
      VM Pullover Jaket Hoodie Pria 
    ",https://www.blibli.com/p/vm-pullover-jaket-hoodie-pria/ps--VMP-18274-01176?ds=VMP-18274-01176-00004&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1rGw9wXj0rwCpyE+rn8pphkkLuBJJmBdMh7EprpfnfvFV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krDNQbMrsAMmfYB7gn+SuifzcNXsgpZXqur+lRlJgMyQWltX3jrQO+IWh36PeO/0z2TeETumckatdkLB2bGJ7r&cnc=false&pickupPointCode=PP-3113771&pid1=VMP-18274-01176,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png, Promo hingga ,4 Feb 2024,"
Long sleeves hoodie sweater 
Desain trendy dan stylish
Detail front pocket dan detail drawcord
Nyaman digunakan
Material : fleece
","
          Rp114.500
        ","
            Rp199.000
          ","
            42%
          ", VM-ALSHOP  Official Store , Kota Jakarta Pusat ,"4,2", Terjual 62 ,
" 
      Aerostreet Kemeja Rayon Marva Navy Hawai Polos Gelap Pria Wanita QAAAA 
    ",https://www.blibli.com/p/aerostreet-kemeja-rayon-marva-navy-hawai-polos-gelap-pria-wanita-qaaaa/ps--AEO-60022-01574?ds=AEO-60022-01574-00003&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1rGw9wXj0rwCpyE+rn8pphk9joYQ1BIrRmCr7ePtn7QQ6Oqsz+aOWzolAPMge9OW4yIHjOgFuRMqSJXHFTqGvvg93FMcpkFX3C6Ss3jDzb/Jm1Nu/eiGATpe2J7ynETtlnF9VKLu6jPhvkpP1HvxPgvzpIPdxAyKrk/S8s/bCYGWFkyJH7qUq4wjFUA/FLGFmbL1xbzUyFxHiqMGfdskfwA=&cnc=false&pickupPointCode=PP-3094066&pid1=AEO-60022-01574,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,,,,"
          Rp89.900
        ","
            Rp179.800
          ","
            50%
          ", AEROSTREET  Official Store , Kab. Klaten ,"5,0", Terjual 62 ,
" 
      Broodis Kemeja Flannel Green Camden Lengan Panjang 
    ",https://www.blibli.com/p/broodis-kemeja-flannel-green-camden-lengan-panjang/ps--BRS-70133-00812?ds=BRS-70133-00812-00001&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1tAGCGaQSFzIkdm03XR7gbZRQTsU9DfyfStMxzUhRspGV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70PfM//eNdJUCw07oJWQqIFs/CwvdFssFoOKOSDSYO3t+ZeU17vCA5Htcepz5rtGXYONp6XO8WKdHoYeMogok9fdb2BUOOGusSvfBtxTrjv/c1cRAUMvGSEpiglCYq2vp8Ervl0KBXJKdKcWce8lHB5y&cnc=false&pickupPointCode=PP-3303640&pid1=BRS-70133-00812,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,,,,"
          Rp145.000
        ","
            Rp299.000
          ","
            52%
          ", Broodis Official Store , Kota Tangerang Selatan ,"4,5", Terjual 61 ,
" 
      Cottonology Kaos Malibu ""Summer time"" Hitam 
    ",https://www.blibli.com/p/cottonology-kaos-malibu-summer-time-hitam/ps--COY-60022-00736?ds=COY-60022-00736-00001&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1tAGCGaQSFzIkdm03XR7gbax63WOVbld+Gn0kPjbRI516Oqsz+aOWzolAPMge9OW4yIHjOgFuRMqSJXHFTqGvvg93FMcpkFX3C6Ss3jDzb/Jm1Nu/eiGATpe2J7ynETtlnF9VKLu6jPhvkpP1HvxPgvzpIPdxAyKrk/S8s/bCYGWomyT9Mz8A5Owmdt5ojza6QlKQ42/GHkegkCqMU45W3Q=&cnc=false&pickupPointCode=PP-3036853&pid1=COY-60022-00736,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,,,,"
          Rp68.500
        ","
            Rp195.000
          ","
            65%
          ", COTTONOLOGY Official Store  , Kota Bandung ,"4,3", Terjual 61 ,
" 
      Giordano Men's National Day Tee Signature Navy - [0109121415] 
    ",https://www.blibli.com/p/giordano-men-s-national-day-tee-signature-navy-0109121415/ps--GII-70017-00470?ds=GII-70017-00470-00002&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1mLQKq/Hui5E5YBveNALnY4lHhvIwqneevcUOQri5jiaV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krDNQbMrsAMmfYB7gn+SuifzcNXsgpZXqur+lRlJgMyWi3+uwKb57MNk0lW0uh49z2TeETumckatdkLB2bGJ7r&cnc=false&pickupPointCode=PP-3347994&pid1=GII-70017-00470,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png, Promo hingga ,4 Feb 2024,"• - Kaos dengan detail Indonesia themed print untuk National Day look 
• - Warna biru navy 
• - Kerah bulat 
• - Unlined 
• - Regular fit 
• - Material katun tidak transparan, ringan, dan agak stretch","
          Rp149.000
        ","
            Rp349.000
          ","
            57%
          ", GIORDANO INDONESIA Official Store , Kota Tangerang ,"5,0", Terjual 60 ,https://www.static-src.com/siva/asset/10_2023/fbb_new.png
" 
      Police Kaos Polo Shirt Krah Polos Pria 207200171 
    ",https://www.blibli.com/p/police-kaos-polo-shirt-krah-polos-pria-207200171/ps--BAU-60025-01274?ds=BAU-60025-01274-00009&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1mLQKq/Hui5E5YBveNALnY6SkmKjATOmvtuPv7YwY36hV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70PfM//eNdJUCw07oJWQqIFs/CwvdFssFoOKOSDSYO3t+ZeU17vCA5Htcepz5rtGXYONp6XO8WKdHoYeMogok9fdMK1JpAOT6P9rhygIHdtOE7uHTZUZOd6bCPM9Kj4yy9Eg9/NtdYisrklknqHBLV61&cnc=false&pickupPointCode=PP-3035903&pid1=BAU-60025-01274,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,,,"• Short sleeves polo shirt 
• Desain trendy regular fit 
• Pointed collar 
• Half placket button opening 
• Material : Lacoste","
          Rp129.000
        ","
            Rp329.000
          ","
            61%
          ", RBJ Official Store , Kota Jakarta Utara ,"4,8", Terjual 60 ,
" 
      VM Polos Vest Pria - Hitam 
    ",https://www.blibli.com/p/vm-polos-vest-pria-hitam/ps--VMP-18274-01037?ds=VMP-18274-01037-00001&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1mLQKq/Hui5E5YBveNALnY5Bvte8n/nEvOQsRgjp5cUcV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70PfM//eNdJUCw07oJWQqIFs/CwvdFssFoOKOSDSYO3t+ZeU17vCA5Htcepz5rtGXYONp6XO8WKdHoYeMogok9fd9OHCNhfM9cgNlwxOCjKTYSQ0ODsshdvvLcN374agqNArvl0KBXJKdKcWce8lHB5y&cnc=false&pickupPointCode=PP-3113771&pid1=VMP-18274-01037,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,,,"
Vest
Didesain pola slim fit dengan model simple & elegan
Furing bagian dalam, 2 front pocket, dan back adjustable buckle
Ideal untuk digunakan untuk acara formal dan pesta
Material : Polykatun vest
","
          Rp110.000
        ","
            Rp180.000
          ","
            39%
          ", VM-ALSHOP  Official Store , Kota Jakarta Pusat ,"4,4", Terjual 60 ,
" 
      Kaos Polos Pria Wanita Basic Tee T-shirt Polos Kaos Distro unisex 
    ",https://www.blibli.com/p/kaos-polos-pria-wanita-basic-tee-t-shirt-polos-kaos-distro-unisex/ps--HEO-70079-00389?ds=HEO-70079-00389-00001&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1mLQKq/Hui5E5YBveNALnY7f+kZVH7xc9e4mXmeab7TP6Oqsz+aOWzolAPMge9OW4yIHjOgFuRMqSJXHFTqGvvgDGemfm5SNh5Jq9KPDEXJ5jzCxKTOmEWlperjuKJtK31FBTc87YP8sPvWm7FKE+ra/lyaCEV2cLuob29BhL/vaHavpJhnrFyjMUxAslPraGjrGAArsQEowRoJX660qLokq6VBV00TSMvh5kbZwrs+u&cnc=false&pickupPointCode=PP-3296171&pid1=HEO-70079-00389,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png, Promo hingga ,4 Feb 2024,,"
          Rp52.000
        ","
            Rp137.500
          ","
            62%
          ", HEYLOOK Official Store , Kota Tangerang ,"4,9", Terjual 60 ,
" 
      VM Slimfit Panjang Polos Kemeja Pria 
    ",https://www.blibli.com/p/vm-slimfit-panjang-polos-kemeja-pria/ps--VMP-18274-01018?ds=VMP-18274-01018-00001&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1mLQKq/Hui5E5YBveNALnY6sdivybPiUq+nXvUyMhFVHV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70PfM//eNdJUCw07oJWQqIFs/CwvdFssFoOKOSDSYO3t+ZeU17vCA5Htcepz5rtGXYONp6XO8WKdHoYeMogok9fdOYJAiGxxKHlsQRM0AMmURMm8oiAVy0nqGG6jWj/nRggrvl0KBXJKdKcWce8lHB5y&cnc=false&pickupPointCode=PP-3113771&pid1=VMP-18274-01018,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,,,"
Long sleeves shirt
Didesain simple casual dalam warna solid polos
Pointed collar dan front button opening
Cocok dipakai untuk kerja, pesta, dan untuk acara formal maupun nonformal
Material : Katun
","
          Rp115.000
        ","
            Rp199.000
          ","
            42%
          ", VM-ALSHOP  Official Store , Kota Jakarta Pusat ,"4,6", Terjual 60 ,
" 
      JAKET BOMBER POLOS PRIA JAKET POLOS COWOK JAKET CASUAL PRIA JAKET MOTOR PRIA WINDPROOF TERBARU 
    ",https://www.blibli.com/p/jaket-bomber-polos-pria-jaket-polos-cowok-jaket-casual-pria-jaket-motor-pria-windproof-terbaru/ps--EVO-70024-00073?ds=EVO-70024-00073-00004&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1qIvTc9EZV8WSYPJkXSE8vAaNmIYeV+npaKR0oG0o25T6Oqsz+aOWzolAPMge9OW4yIHjOgFuRMqSJXHFTqGvvgDGemfm5SNh5Jq9KPDEXJ5jzCxKTOmEWlperjuKJtK31FBTc87YP8sPvWm7FKE+ra/lyaCEV2cLuob29BhL/vaHavpJhnrFyjMUxAslPraGlHnVfWiV+UG+0BcsL6QbF4q6VBV00TSMvh5kbZwrs+u&cnc=false&pickupPointCode=PP-3357698&pid1=EVO-70024-00073,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png, Promo hingga ,4 Feb 2024,"• Cocok digunakan untuk acara Casual ataupun Outdoor 
• Terdapat 2 saku samping; kanan dan kiri 
• Jahitan : Standar Distro (Jahitan Rantai) 
• Aksesoris Lengkap : Hangtag, Label, Washing Label","
          Rp94.000
        ","
            Rp249.000
          ","
            62%
          ", Evernext Official Store , Kota Tangerang ,"4,8", Terjual 59 ,
" 
      VM Jumbo Kaos Oblong Polos Tangan Pendek T-Shirt Pria - Abu Tua 
    ",https://www.blibli.com/p/vm-jumbo-kaos-oblong-polos-tangan-pendek-t-shirt-pria-abu-tua/ps--VMP-18274-00864?ds=VMP-18274-00864-00004&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1qIvTc9EZV8WSYPJkXSE8vBbHeMYWy0hHzC4YgmyAftC6Oqsz+aOWzolAPMge9OW4yIHjOgFuRMqSJXHFTqGvvg93FMcpkFX3C6Ss3jDzb/Jm1Nu/eiGATpe2J7ynETtlnF9VKLu6jPhvkpP1HvxPgvzpIPdxAyKrk/S8s/bCYGWomyT9Mz8A5Owmdt5ojza6QlKQ42/GHkegkCqMU45W3Q=&cnc=false&pickupPointCode=PP-3113771&pid1=VMP-18274-00864,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,,,"
Short sleeves t-shirt
Desain simple
Round neckline
Material : Katun 
","
          Rp55.000
        ","
            Rp129.000
          ","
            57%
          ", VM-ALSHOP  Official Store , Kota Jakarta Pusat ,"4,5", Terjual 59 ,
" 
      POLICE Polo Shirt Krah Stripes Pria 207200081 
    ",https://www.blibli.com/p/police-polo-shirt-krah-stripes-pria-207200081/ps--BAU-60025-02266?ds=BAU-60025-02266-00007&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1qIvTc9EZV8WSYPJkXSE8vD5PL4bcLXdYU1ABlDxBU916Oqsz+aOWzolAPMge9OW4yIHjOgFuRMqSJXHFTqGvvg93FMcpkFX3C6Ss3jDzb/Jm1Nu/eiGATpe2J7ynETtlnF9VKLu6jPhvkpP1HvxPgvzpIPdxAyKrk/S8s/bCYGW53Ue4ATL079kji66rtk59QB+4TCUsbNkT5+WFTXcRQUqHx8YcajYyD7fOGJgHLBl&cnc=false&pickupPointCode=PP-3035903&pid1=BAU-60025-02266,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,,,"• Short sleeves polo shirt
• Desain trendy & regular fit
• Pointed collar
• Half placket button opening
• Material : Single Jersey","
          Rp99.000
        ","
            Rp399.000
          ","
            75%
          ", RBJ Official Store , Kota Jakarta Utara ,"4,3", Terjual 59 ,
" 
      Jfashion Chairil Kurta Pakistan Baju Koko Lengan Panjang Pria 
    ",https://www.blibli.com/p/jfashion-chairil-kurta-pakistan-baju-koko-lengan-panjang-pria/ps--JFM-60022-00248?ds=JFM-60022-00248-00001&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1n11DNdUtYN4xuBmLvDNgYPO0POGQSg8e11UJ8CR6zjM6Oqsz+aOWzolAPMge9OW4yIHjOgFuRMqSJXHFTqGvvgDGemfm5SNh5Jq9KPDEXJ5jzCxKTOmEWlperjuKJtK31FBTc87YP8sPvWm7FKE+raWxSBH40xNnjCF4o+qUfHOoP0xITPek5pYU7gqrwn2W50/SMiHHcVGEzfaoEMuLAHhgV2nVR+d5Y+0g+K88+UICI6+vWv302BXEXZTUVk6LuIsARUtJkR6dX5zLidUxus=&cnc=false&pickupPointCode=PP-3078221&pid1=JFM-60022-00248,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png, Promo hingga ,4 Feb 2024,"• Long sleeves baju koko
• Desain trendy
• Shanghai collar, front button opening
• Left chest pocket
• Material : Hamajet berkualitas","
          Rp73.600
        ","
            Rp173.400
          ","
            58%
          ", JFashion Men Official Store , Kota Jakarta Barat ,"4,6", Terjual 58 ,
" 
      DEcTionS Polo Shirt Kaos Kerah Pria - Merah 
    ",https://www.blibli.com/p/dections-polo-shirt-kaos-kerah-pria-merah/ps--VMP-18274-00868?ds=VMP-18274-00868-00001&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1n11DNdUtYN4xuBmLvDNgYMHOEgZ6+42YXoWYfGxKuxJ6Oqsz+aOWzolAPMge9OW4yIHjOgFuRMqSJXHFTqGvvgDGemfm5SNh5Jq9KPDEXJ5jzCxKTOmEWlperjuKJtK31FBTc87YP8sPvWm7FKE+ra/lyaCEV2cLuob29BhL/vaHavpJhnrFyjMUxAslPraGvRAxO3ISt80Lx9TBShjSS8q6VBV00TSMvh5kbZwrs+u&cnc=false&pickupPointCode=PP-3113771&pid1=VMP-18274-00868,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png, Promo hingga ,4 Feb 2024,"
Short sleeves Polo shirt
Desain simple trendy
Pointed collar
Half plaket berdetail 2 button opening
Material : Lacoste
","
          Rp54.000
        ","
            Rp129.000
          ","
            58%
          ", VM-ALSHOP  Official Store , Kota Jakarta Pusat ,"4,7", Terjual 58 ,
" 
      POLICE Kemeja Polos Basic Cotton Soft Regular Fit Pria Navy - Tersedia Big Size 
    ",https://www.blibli.com/p/police-kemeja-polos-basic-cotton-soft-regular-fit-pria-navy-tersedia-big-size/ps--BAU-60025-03314?ds=BAU-60025-03314-00001&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1n11DNdUtYN4xuBmLvDNgYPwgE5wHWkQhy2imEVJ/6La6Oqsz+aOWzolAPMge9OW4yIHjOgFuRMqSJXHFTqGvvg93FMcpkFX3C6Ss3jDzb/Jm1Nu/eiGATpe2J7ynETtlnF9VKLu6jPhvkpP1HvxPgvzpIPdxAyKrk/S8s/bCYGWFkyJH7qUq4wjFUA/FLGFmTppzYRGahCAl+4Ddedq1cYqHx8YcajYyD7fOGJgHLBl&cnc=false&pickupPointCode=PP-3035903&pid1=BAU-60025-03314,https://www.static-src.com/wcsstore/Indraprastha/images/catalog/medium//99/MTA-61019765/police_police_kemeja_polos_basic_cotton_soft_regular_fit_pria_navy_-_tersedia_big_size_full01_dsbnk6j7.jpg?output-format=webp,,,"• Detail Produk:
• Short sleeves shirt
• Desain casual
• Front button opening & left chest pocket
• Regular fit
• Material Cotton Soft
• Bahan halus & nyaman","
          Rp79.000
        ","
            Rp399.000
          ","
            80%
          ", RBJ Official Store , Kota Jakarta Utara ,"5,0", Terjual 58 ,
" 
      Jfashion Kemeja Pria Denim Tangan Pendek - Jhonny Biru 
    ",https://www.blibli.com/p/jfashion-kemeja-pria-denim-tangan-pendek-jhonny-biru/ps--JFM-60022-00003?ds=JFM-60022-00003-00001&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1n11DNdUtYN4xuBmLvDNgYMey6uM6uAjh7ybYmIKsZhw6Oqsz+aOWzolAPMge9OW4yIHjOgFuRMqSJXHFTqGvvgDGemfm5SNh5Jq9KPDEXJ5jzCxKTOmEWlperjuKJtK31FBTc87YP8sPvWm7FKE+ra/lyaCEV2cLuob29BhL/vaHavpJhnrFyjMUxAslPraGgjjoPVW9FXqJPMWyrZpQekq6VBV00TSMvh5kbZwrs+u&cnc=false&pickupPointCode=PP-3078221&pid1=JFM-60022-00003,https://www.static-src.com/wcsstore/Indraprastha/images/catalog/medium//1187/jfashion_jfashion-kemeja-pria-denim-tangan-pendek---jhonny-biru_full03.jpg?output-format=webp, Promo hingga ,4 Feb 2024,"
Short sleeves shirt 
Desain casual
Pointed collar, front button opening
Left chest pocket
Material : Katun denim
","
          Rp59.400
        ","
            Rp149.900
          ","
            60%
          ", JFashion Men Official Store , Kota Jakarta Barat ,"4,3", Terjual 58 ,
" 
      JAKET OUTDOOR PRIA JAKET BOLAK BALIK PRIA JAKET MOTOR JAKET RACING JAKET WINDPROOF DISTRO PRIA 
    ",https://www.blibli.com/p/jaket-outdoor-pria-jaket-bolak-balik-pria-jaket-motor-jaket-racing-jaket-windproof-distro-pria/ps--EVO-70024-00075?ds=EVO-70024-00075-00003&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1n11DNdUtYN4xuBmLvDNgYNH2E8BFFWwLNW6JTd8AzBVV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krDNQbMrsAMmfYB7gn+SuifzcNXsgpZXqur+lRlJgMyQWltX3jrQO+IWh36PeO/0z2TeETumckatdkLB2bGJ7r&cnc=false&pickupPointCode=PP-3357698&pid1=EVO-70024-00075,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png, Promo hingga ,4 Feb 2024,"• BAHAN ADEM DAN NYAMAN SAAT DIGUNAKAN 
• 2IN1 JACKET - JAKET BISA DIPAKAI BOLAK BALIK 
• DILENGKAPI 2 SAKU SAMPING FULL RESLETING 
• HOODIE BISA DILEPAS PASANG 
• 2 IN 1 JACKET","
          Rp130.000
        ","
            Rp289.000
          ","
            55%
          ", Evernext Official Store , Kota Tangerang ,"4,9", Terjual 58 ,
